9836
0,12,0.242424
1,10,0.266667
2,7,0.52381
3,15,0.266667
4,30,0.188506
5,32,0.0826613
6,22,0.207792
7,9,0.333333
8,14,0.186813
9,10,0.177778
10,16,0.125
11,9,0.611111
12,26,0.166154
13,4,0.5
14,18,0.0915033
15,1,-1
16,7,0.428571
17,11,0.527273
18,8,0.75
19,14,0.384615
20,12,0.454545
21,10,0.355556
22,13,0.24359
23,26,0.0953846
24,30,0.124138
25,21,0.195238
26,39,0.0782726
27,4,0.666667
28,5,0.5
29,41,0.160976
30,3,1
31,1,-1
32,1,-1
33,7,0.285714
34,7,0.428571
35,10,0.266667
36,5,0.6
37,21,0.133333
38,13,0.192308
39,3,1
40,10,0.222222
41,15,0.190476
42,6,0.4
43,8,0.25
44,4,0.833333
45,8,0.357143
46,88,0.0590387
47,34,0.131907
48,4,0.666667
49,14,0.164835
50,4,0.666667
51,4,0.666667
52,3,1
53,18,0.104575
54,21,0.166667
55,25,0.18
56,37,0.160661
57,22,0.359307
58,15,0.542857
59,8,1
60,8,1
61,19,0.239766
62,70,0.120911
63,21,0.328571
64,45,0.180808
65,59,0.0847458
66,45,0.116162
67,3,0.333333
68,40,0.221795
69,6,1
70,9,0.472222
71,6,1
72,7,0.714286
73,12,0.454545
74,14,0.296703
75,9,0.666667
76,4,0.666667
77,18,0.27451
78,16,0.133333
79,3,0.333333
80,29,0.371921
81,29,0.357143
82,18,0.535948
83,20,0.605263
84,18,0.647059
85,20,0.584211
86,17,0.566176
87,1,-1
88,7,0.285714
89,3,0.666667
90,4,0.5
91,3,1
92,4,0.5
93,5,0.6
94,12,0.166667
95,2,0
96,6,0.733333
97,13,0.294872
98,16,0.108333
99,26,0.107692
100,26,0.316923
101,42,0.0754936
102,19,0.432749
103,19,0.619883
104,37,0.292793
105,5,0.4
106,28,0.124339
107,12,0.212121
108,31,0.0731183
109,17,0.147059
110,28,0.283069
111,43,0.213732
112,3,1
113,37,0.148649
114,25,0.156667
115,5,0.3
116,1,-1
117,2,0
118,2,1
119,6,0.266667
120,5,0.2
121,11,0.527273
122,10,0.644444
123,12,0.484848
124,16,0.391667
125,143,0.0804688
126,43,0.116279
127,14,0.252747
128,10,0.533333
129,2,1
130,11,0.2
131,9,0.277778
132,6,1
133,7,0.857143
134,10,0.555556
135,6,1
136,15,0.304762
137,12,0.363636
138,4,0.166667
139,4,0.333333
140,3,1
141,8,0.214286
142,18,0.24183
143,35,0.114286
144,6,0.4
145,71,0.115091
146,38,0.083926
147,2,1
148,3,0.333333
149,2,1
150,8,0.178571
151,2,0
152,1,-1
153,4,1
154,7,0.571429
155,16,0.333333
156,64,0.104167
157,7,0.190476
158,8,0.0357143
159,70,0.0749482
160,16,0.358333
161,13,0.269231
162,9,0.416667
163,38,0.110953
164,20,0.221053
165,4,1
166,4,1
167,4,1
168,13,0.141026
169,4,1
170,5,0.2
171,1,-1
172,7,0.190476
173,21,0.0904762
174,28,0.0846561
175,33,0.0719697
176,6,0.0666667
177,43,0.121816
178,6,0.466667
179,34,0.146168
180,3,1
181,47,0.13691
182,7,1
183,7,1
184,7,1
185,7,1
186,7,1
187,26,0.175385
188,16,0.116667
189,20,0.115789
190,11,0.127273
191,5,0.2
192,5,0.3
193,20,0.0473684
194,1,-1
195,1,-1
196,15,0.238095
197,17,0.198529
198,16,0.108333
199,2,1
200,2,1
201,9,0.111111
202,21,0.133333
203,5,0.9
204,8,0.428571
205,5,0.9
206,7,0.47619
207,4,0.666667
208,5,0.4
209,11,0.218182
210,41,0.0829268
211,23,0.0948617
212,46,0.270531
213,11,0.690909
214,16,0.491667
215,9,0.611111
216,7,1
217,52,0.116139
218,11,0.727273
219,13,0.551282
220,14,0.296703
221,5,0.4
222,3,1
223,5,0.6
224,1,-1
225,6,0.2
226,2,1
227,2,1
228,6,0.133333
229,18,0.222222
230,20,0.152632
231,6,0.733333
232,10,0.422222
233,7,0.619048
234,7,1
235,7,1
236,7,1
237,7,1
238,7,1
239,7,1
240,7,1
241,7,1
242,7,0.142857
243,1,-1
244,22,0.0952381
245,12,0.181818
246,11,0.709091
247,7,0.904762
248,13,0.564103
249,10,0.777778
250,11,0.490909
251,30,0.0896552
252,1,-1
253,2,0
254,7,0.142857
255,4,0.5
256,4,0.666667
257,6,0.0666667
258,4,0.166667
259,14,0.142857
260,3,0.333333
261,2,1
262,11,0.327273
263,8,0.214286
264,11,0.345455
265,45,0.0858586
266,15,0.161905
267,2,1
268,2,1
269,1,-1
270,10,0.0888889
271,6,0.2
272,1,-1
273,5,1
274,11,0.454545
275,7,0.47619
276,5,1
277,5,1
278,5,1
279,6,0.6
280,5,0.7
281,8,0.392857
282,6,0.666667
283,15,0.2
284,6,0.733333
285,9,0.361111
286,8,0.464286
287,6,1
288,12,0.393939
289,16,0.391667
290,6,1
291,6,1
292,6,0.2
293,5,0.4
294,22,0.233766
295,34,0.231729
296,45,0.0727273
297,9,0.444444
298,7,0.333333
299,2,1
300,7,0.285714
301,14,0.120879
302,2,1
303,9,0.111111
304,7,0.285714
305,8,0.25
306,8,0.357143
307,7,0.571429
308,10,0.422222
309,5,0.4
310,23,0.12253
311,9,0.194444
312,11,0.345455
313,3,1
314,27,0.148148
315,12,0.106061
316,17,0.132353
317,8,0.321429
318,2,1
319,15,0.285714
320,24,0.141304
321,15,0.304762
322,7,0.190476
323,12,0.363636
324,11,0.381818
325,22,0.121212
326,8,0.357143
327,3,0.666667
328,7,0.238095
329,9,0.361111
330,7,0.238095
331,40,0.294872
332,10,0.555556
333,5,0.6
334,16,0.258333
335,9,0.222222
336,5,0.5
337,1,-1
338,1,-1
339,9,0.138889
340,11,0.327273
341,11,0.0545455
342,2,1
343,2,1
344,10,0.222222
345,8,0.571429
346,10,0.422222
347,8,0.464286
348,14,0.252747
349,2,1
350,8,0.178571
351,2,1
352,6,0.866667
353,5,1
354,1,-1
355,9,0.25
356,15,0.152381
357,36,0.250794
358,82,0.0837097
359,27,0.350427
360,15,0.752381
361,43,0.169435
362,52,0.329563
363,41,0.218293
364,64,0.249008
365,74,0.12625
366,129,0.0832122
367,38,0.199147
368,72,0.110329
369,20,0.473684
370,40,0.261538
371,8,0.107143
372,1,-1
373,19,0.22807
374,5,1
375,5,1
376,5,1
377,36,0.277778
378,62,0.177684
379,18,0.189542
380,7,0.761905
381,6,0.866667
382,4,1
383,15,0.27619
384,11,0.109091
385,2,1
386,2,1
387,4,1
388,4,1
389,8,0.285714
390,4,1
391,8,0.0714286
392,2,1
393,8,0.25
394,3,1
395,7,0.238095
396,3,1
397,3,1
398,27,0.133903
399,8,0.357143
400,41,0.103659
401,3,0.666667
402,2,1
403,4,0.333333
404,3,0.333333
405,2,1
406,4,0.333333
407,4,1
408,9,0.5
409,8,0.642857
410,9,0.5
411,4,1
412,15,0.152381
413,2,1
414,75,0.0515315
415,5,1
416,13,0.307692
417,6,0.666667
418,5,1
419,5,1
420,17,0.375
421,5,0.3
422,3,1
423,3,1
424,3,1
425,15,0.180952
426,3,0.333333
427,30,0.131034
428,7,0.238095
429,4,0.333333
430,5,1
431,36,0.152381
432,14,0.472527
433,5,1
434,2,1
435,2,1
436,2,1
437,31,0.268817
438,22,0.402597
439,11,0.363636
440,23,0.134387
441,2,1
442,10,0.0888889
443,12,0.606061
444,7,1
445,53,0.114659
446,20,0.326316
447,10,0.0444444
448,20,0.121053
449,9,1
450,14,0.703297
451,18,0.509804
452,19,0.467836
453,23,0.407115
454,9,1
455,15,0.695238
456,15,0.695238
457,65,0.115865
458,64,0.119048
459,16,0.266667
460,11,0.290909
461,27,0.136752
462,71,0.14326
463,19,0.415205
464,20,0.221053
465,5,1
466,25,0.263333
467,10,0.444444
468,14,0.186813
469,11,0.272727
470,34,0.0784314
471,12,0.212121
472,22,0.329004
473,4,0.5
474,2,1
475,2,1
476,6,0.866667
477,4,1
478,20,0.2
479,4,0.666667
480,42,0.162602
481,1,-1
482,1,-1
483,5,0.3
484,92,0.106546
485,5,0.6
486,6,0.466667
487,4,1
488,4,1
489,4,1
490,10,0.733333
491,12,0.590909
492,8,0.5
493,6,0.4
494,3,1
495,14,0.362637
496,12,0.469697
497,29,0.147783
498,5,0.6
499,4,0.166667
500,1,-1
501,9,0.0833333
502,3,0.333333
503,15,0.171429
504,3,1
505,16,0.166667
506,10,0.222222
507,16,0.133333
508,2,1
509,8,0.107143
510,2,1
511,5,0.2
512,20,0.310526
513,26,0.209231
514,7,0.619048
515,6,1
516,6,1
517,6,1
518,21,0.12381
519,7,0.761905
520,7,0.761905
521,6,1
522,2,1
523,9,0.888889
524,8,1
525,9,0.888889
526,9,0.777778
527,18,0.503268
528,22,0.350649
529,10,0.644444
530,8,1
531,3,1
532,6,0.4
533,6,0.6
534,6,0.6
535,8,0.285714
536,2,0
537,55,0.155556
538,4,1
539,5,0.9
540,60,0.145763
541,16,0.516667
542,6,0.466667
543,4,1
544,4,1
545,4,1
546,10,0.222222
547,9,0.222222
548,31,0.105376
549,7,0.47619
550,16,0.125
551,6,1
552,6,1
553,15,0.428571
554,10,0.777778
555,8,0.464286
556,1,-1
557,2,1
558,2,1
559,2,1
560,15,0.552381
561,10,1
562,12,0.681818
563,32,0.245968
564,24,0.358696
565,18,0.575163
566,14,0.186813
567,7,0.333333
568,4,0.5
569,6,0.266667
570,4,0.333333
571,5,0.2
572,11,0.0909091
573,9,0.194444
574,1,-1
575,19,0.391813
576,29,0.330049
577,59,0.140269
578,22,0.155844
579,2,1
580,2,1
581,14,0.186813
582,1,-1
583,2,1
584,5,0.7
585,49,0.123299
586,47,0.079556
587,4,0.666667
588,19,0.122807
589,20,0.0789474
590,6,0.466667
591,25,0.133333
592,13,0.24359
593,10,0.4
594,19,0.274854
595,12,0.272727
596,18,0.235294
597,28,0.177249
598,20,0.231579
599,13,0.294872
600,13,0.358974
601,6,0.666667
602,8,0.464286
603,10,0.355556
604,6,0.733333
605,15,0.219048
606,15,0.180952
607,12,0.287879
608,1,-1
609,28,0.306878
610,34,0.212121
611,15,0.495238
612,28,0.267196
613,9,0.916667
614,14,0.395604
615,28,0.238095
616,2,0
617,11,0.436364
618,23,0.209486
619,37,0.0945946
620,3,0.333333
621,8,0.107143
622,9,0.111111
623,7,0.238095
624,9,0.166667
625,1,-1
626,25,0.0733333
627,6,0.266667
628,26,0.16
629,15,0.0952381
630,15,0.32381
631,15,0.32381
632,7,0.666667
633,4,1
634,16,0.133333
635,8,0.357143
636,30,0.197701
637,4,0.666667
638,5,0.6
639,4,0.666667
640,7,0.380952
641,48,0.183511
642,28,0.275132
643,37,0.247748
644,76,0.118596
645,33,0.291667
646,6,1
647,19,0.391813
648,3,1
649,10,0.222222
650,5,0.4
651,4,0.5
652,4,0.166667
653,3,0
654,25,0.226667
655,18,0.294118
656,142,0.109979
657,11,0.581818
658,25,0.196667
659,6,0.8
660,22,0.0952381
661,5,1
662,5,1
663,30,0.112644
664,2,1
665,15,0.104762
666,25,0.12
667,8,0.214286
668,13,0.217949
669,5,1
670,13,0.282051
671,3,0.333333
672,10,0.244444
673,14,0.164835
674,15,0.247619
675,2,1
676,4,0.333333
677,2,1
678,14,0.164835
679,3,0.333333
680,15,0.152381
681,16,0.1
682,1,-1
683,1,-1
684,21,0.142857
685,7,0.52381
686,5,1
687,5,1
688,9,0.361111
689,10,0.244444
690,9,0.666667
691,28,0.15873
692,4,1
693,12,0.19697
694,21,0.0904762
695,3,0.666667
696,14,0.725275
697,19,0.421053
698,30,0.23908
699,14,0.230769
700,27,0.242165
701,7,0.714286
702,10,0.0888889
703,6,0.466667
704,6,0.2
705,2,1
706,3,0.666667
707,5,0.3
708,2,1
709,15,0.12381
710,9,0.166667
711,3,1
712,13,0.128205
713,17,0.191176
714,11,0.254545
715,11,0.127273
716,3,0
717,8,0.214286
718,5,0.4
719,13,0.538462
720,9,0.583333
721,15,0.457143
722,33,0.164773
723,8,0.214286
724,2,1
725,2,1
726,32,0.211694
727,26,0.141538
728,23,0.118577
729,36,0.206349
730,11,0.418182
731,14,0.483516
732,14,0.483516
733,4,1
734,8,0.535714
735,9,0.222222
736,1,-1
737,1,-1
738,5,0.7
739,6,0.6
740,7,0.714286
741,7,0.714286
742,13,0.294872
743,31,0.537634
744,110,0.114095
745,6,0.866667
746,26,0.196923
747,15,0.4
748,16,0.375
749,2,1
750,6,0.466667
751,8,0.357143
752,16,0.158333
753,2,1
754,4,0.666667
755,2,1
756,5,0.5
757,3,1
758,14,0.186813
759,20,0.1
760,8,0.25
761,10,0.466667
762,40,0.170513
763,79,0.0795196
764,9,0.416667
765,2,1
766,16,0.1
767,4,0.5
768,13,0.230769
769,50,0.0791837
770,25,0.12
771,12,0.272727
772,9,0.166667
773,2,1
774,12,0.136364
775,3,0.666667
776,8,0.285714
777,25,0.0633333
778,2,1
779,30,0.149425
780,1,-1
781,1,-1
782,5,0.5
783,5,0.5
784,12,0.166667
785,11,0.2
786,4,0.5
787,4,0.666667
788,16,0.158333
789,11,0.109091
790,13,0.153846
791,39,0.0904184
792,23,0.3083
793,57,0.0952381
794,31,0.0860215
795,12,0.19697
796,6,0.333333
797,4,0.5
798,3,0.333333
799,2,1
800,16,0.183333
801,15,0.161905
802,5,0.6
803,20,0.121053
804,41,0.208537
805,19,0.421053
806,11,0.490909
807,68,0.167252
808,7,1
809,36,0.18254
810,14,0.604396
811,19,0.403509
812,1,-1
813,5,0.2
814,4,0.833333
815,4,0.833333
816,4,0.5
817,7,0.380952
818,26,0.144615
819,15,0.180952
820,3,0.333333
821,2,1
822,2,1
823,2,1
824,14,0.186813
825,4,0.333333
826,22,0.121212
827,6,0.133333
828,15,0.180952
829,2,1
830,12,0.333333
831,6,0.533333
832,8,0.392857
833,13,0.166667
834,1,-1
835,6,0.333333
836,20,0.1
837,33,0.121212
838,11,0.563636
839,6,1
840,28,0.269841
841,6,1
842,11,0.4
843,21,0.238095
844,18,0.320261
845,5,0.9
846,8,0.571429
847,6,0.666667
848,9,0.555556
849,16,0.291667
850,16,0.15
851,4,0.5
852,3,1
853,3,1
854,5,0.1
855,13,0.205128
856,10,0.266667
857,5,0.4
858,42,0.200929
859,21,0.266667
860,4,0.5
861,27,0.205128
862,18,0.163399
863,7,0.333333
864,8,0.25
865,5,0.5
866,47,0.0758557
867,10,0.355556
868,11,0.236364
869,7,0.238095
870,16,0.133333
871,7,0.0952381
872,23,0.312253
873,23,0.312253
874,20,0.242105
875,15,0.361905
876,18,0.228758
877,8,0.214286
878,2,1
879,2,1
880,5,0.5
881,8,0.428571
882,27,0.105413
883,8,0.357143
884,3,0
885,10,0.333333
886,4,0.166667
887,12,0.439394
888,13,0.397436
889,12,0.363636
890,12,0.242424
891,17,0.272059
892,15,0.32381
893,17,0.301471
894,18,0.261438
895,13,0.435897
896,8,0.857143
897,16,0.316667
898,20,0.336842
899,9,0.75
900,41,0.152439
901,27,0.122507
902,23,0.142292
903,3,0
904,1,-1
905,7,0.47619
906,8,0.357143
907,22,0.142857
908,17,0.213235
909,16,0.783333
910,7,1
911,9,0.833333
912,7,1
913,3,1
914,4,0.833333
915,27,0.387464
916,5,0.6
917,20,0.131579
918,3,1
919,34,0.142602
920,25,0.0966667
921,3,0.666667
922,2,1
923,2,1
924,2,1
925,67,0.117594
926,14,0.571429
927,61,0.151366
928,17,0.257353
929,31,0.176344
930,11,0.563636
931,5,1
932,11,0.454545
933,5,1
934,8,0.428571
935,6,0.733333
936,5,1
937,8,0.178571
938,50,0.186122
939,44,0.254757
940,37,0.261261
941,6,1
942,58,0.156685
943,15,0.514286
944,69,0.171782
945,43,0.0631229
946,11,0.218182
947,4,0.333333
948,9,0.333333
949,19,0.187135
950,8,0.571429
951,16,0.341667
952,29,0.135468
953,2,1
954,30,0.0896552
955,4,0.833333
956,7,0.428571
957,3,1
958,9,0.5
959,8,0.464286
960,19,0.210526
961,3,1
962,15,0.171429
963,29,0.147783
964,9,0.638889
965,8,0.392857
966,12,0.378788
967,12,0.121212
968,9,0.277778
969,6,0.4
970,12,0.242424
971,7,0.380952
972,7,0.0952381
973,7,0.285714
974,10,0.422222
975,14,0.175824
976,6,0.266667
977,18,0.392157
978,6,0.333333
979,47,0.125809
980,10,0.422222
981,6,0.666667
982,5,1
983,8,0.5
984,16,0.191667
985,14,0.296703
986,3,0.333333
987,12,0.0757576
988,12,0.272727
989,11,0.254545
990,17,0.227941
991,17,0.279412
992,2,1
993,21,0.27619
994,10,0.533333
995,6,0.8
996,14,0.131868
997,12,0.515152
998,8,0.571429
999,25,0.206667
1000,51,0.052549
1001,6,0.666667
1002,9,0.361111
1003,15,0.790476
1004,22,0.415584
1005,6,0.2
1006,10,0.488889
1007,5,0.2
1008,1,-1
1009,18,0.320261
